"","MI","Ischemic stroke","Death (all causes)","Transient ischemic attack (TIA)","Clinically relevant bleeding","SE","ICH"
"33068",1,4.435,1.067,0.03774,0.5491,0.8915,0.5491
"33069",1,3.094,1.01,4.252,0.3622,0.6746,0.3622
"33070",1,3.702,1.315,0.1603,0.4991,2.214,0.4991
"33071",1,3.634,1.336,5.776,0.3042,2.729,0.3042
"33072",1,3.025,1.251,0.7213,0.424,1.58,0.424
"33073",1,3.347,1.326,1.322,0.3072,1.618,0.3072
"33074",1,2.887,1.317,4.772,0.1985,0.9184,0.1985
"33075",1,2.714,1.226,4.135,0.5335,2.401,0.5335
"33076",1,2.961,1.364,2.731,0.4007,1.847,0.4007
"33077",1,2.918,1.324,2.817,0.2335,0.4501,0.2335
"33078",1,3.297,1.445,2.745,0.3085,1.513,0.3085
"33079",1,2.162,1.106,18.6,0.7236,0.5473,0.7236
"33080",1,1.961,1.252,19.14,0.6586,0.2943,0.6586
"33081",1,4.823,1.14,0.7872,0.6229,0.6517,0.6229
"33082",1,3.999,1.207,25.32,0.5747,0.07986,0.5747
"33083",1,3.881,1.253,1.708,0.5209,1.186,0.5209
"33084",1,2.858,1.188,0.6012,0.6247,2.066,0.6247
"33085",1,3.675,1.487,2.6,0.6773,1.993,0.6773
"33086",1,4.326,1.314,0.5742,0.3616,9.297,0.3616
"33087",1,2.332,1.238,0.9311,0.5954,0.6136,0.5954
"33088",1,2.93,1.303,0.09473,0.3119,3.061,0.3119
"33089",1,2.635,1.466,1.084,0.3695,1.462,0.3695
"33090",1,2.732,1.369,2.153,0.4161,5.962,0.4161
"33091",1,3.093,1.674,0.7199,0.3547,1.106,0.3547
"33092",1,3.061,1.796,2.129,0.4654,2.73,0.4654
"33093",1,3.338,1.814,0.3287,0.459,3.841,0.459
"33094",1,3.558,1.753,0.5061,0.4801,1.891,0.4801
"33095",1,2.756,1.778,0.6182,0.5326,2.917,0.5326
"33096",1,3.457,1.672,1.131,0.3625,1.604,0.3625
"33097",1,3.334,1.803,0.5094,0.2441,3.798,0.2441
"33098",1,3.304,1.795,1.16,0.613,4.048,0.613
"33099",1,2.43,1.807,0.6758,0.4069,1.942,0.4069
"33100",1,2.999,1.879,0.719,0.281,1.022,0.281
"33101",1,3.416,1.475,4.07,0.2939,1.14,0.2939
"33102",1,3.525,1.626,2.61,0.7061,1.193,0.7061
"33103",1,3.374,2.257,1.323,0.04434,1.739,0.04434
"33104",1,3.102,1.122,0.3909,0.009691,16.1,0.009691
"33105",1,3.591,1.522,0.3559,0.2258,3.637,0.2258
"33106",1,3.391,1.968,0.4388,0.2352,3.012,0.2352
"33107",1,3.632,1.028,0.2082,0.3122,1.827,0.3122
"33108",1,4.072,1.132,3.513,1.415,3.558,1.415
"33109",1,4.28,1.111,0.3481,0.4645,3.88,0.4645
"33110",1,3.834,2.007,2.453,0.2953,2.489,0.2953
"33111",1,3.828,1.207,0.9075,0.3569,1.234,0.3569
"33112",1,4.08,1.793,0.128,0.3395,0.3286,0.3395
"33113",1,3.477,1.188,3.291,0.386,0.561,0.386
"33114",1,3.8,1.715,0.01434,0.3557,1.221,0.3557
"33115",1,3.781,1.187,15.84,0.4258,0.3798,0.4258
"33116",1,3.78,1.031,4.202,0.404,0.4384,0.404
"33117",1,3.823,1.2,1.414,0.3697,0.5192,0.3697
"33118",1,3.839,1.121,1.473,0.32,0.2326,0.32
"33119",1,3.695,2.248,0.1422,0.3397,0.2462,0.3397
"33120",1,3.611,1.018,0.388,0.4565,0.5601,0.4565
"33121",1,3.493,1.996,0.3924,0.42,0.3106,0.42
"33122",1,3.577,1.793,0.344,0.4128,0.2375,0.4128
"33123",1,3.228,1.64,5.361,0.4165,0.7908,0.4165
"33124",1,3.361,1.017,8.71,0.3921,1.067,0.3921
"33125",1,3.561,1.126,0.1912,0.3967,0.3745,0.3967
"33126",1,3.243,2.314,1.608,0.4759,0.2763,0.4759
"33127",1,3.435,1.971,2.405,0.5548,3.529,0.5548
"33128",1,3.374,2.179,1.827,0.6065,1.363,0.6065
"33129",1,3.426,1.96,1.023,0.5119,0.5328,0.5119
"33130",1,3.098,1.569,5.556,0.3366,1.15,0.3366
"33131",1,3.055,1.88,14.34,0.3956,0.4163,0.3956
"33132",1,3.125,1.341,5.232,0.4555,0.9672,0.4555
"33133",1,3.054,1.597,5.014,0.4779,0.7373,0.4779
"33134",1,3.049,2.643,2.386,0.5398,2.915,0.5398
"33135",1,2.936,0.9571,2.132,0.6401,0.01731,0.6401
"33136",1,2.808,1.739,2.761,1.703,8.071,1.703
"33137",1,2.979,1.231,2.488,0.5592,0.08977,0.5592
"33138",1,3.253,2.536,5.606,0.4746,0.1058,0.4746
"33139",1,3.257,1.475,9.521,4.198,0.1997,4.198
"33140",1,2.98,1.21,0.8495,1.06,0.4229,1.06
"33141",1,3.076,0.717,4.148,0.2067,1.277,0.2067
"33142",1,2.749,1.089,2.23,0.4643,1.133,0.4643
"33143",1,2.78,1.204,2.368,0.5137,148.9,0.5137
"33144",1,2.627,0.8608,2.288,0.7288,10.22,0.7288
"33145",1,3.166,1.96,3.001,0.7162,0.07427,0.7162
"33146",1,3.165,0.9236,0.8118,0.5006,0.047,0.5006
"33147",1,3.229,2.414,0.1448,0.4617,5.272,0.4617
"33148",1,3.057,2.408,1.695,0.4844,0.2574,0.4844
"33149",1,2.954,1.272,0.6926,0.4471,1.485,0.4471
"33150",1,2.83,1.411,0.4492,0.4418,1.162,0.4418
"33151",1,3.233,1.6,0.08106,0.481,4.228,0.481
"33152",1,3.173,1.426,10.54,0.641,3.02,0.641
"33153",1,3.396,1.58,0.3279,0.6177,4.543,0.6177
"33154",1,3.71,1.497,0.3152,0.2737,4.16,0.2737
"33155",1,3.619,1.515,2.05,0.4187,3.653,0.4187
"33156",1,3.193,1.394,62.55,0.8982,3.718,0.8982
"33157",1,4.659,1.758,35.36,0.2256,2.781,0.2256
"33158",1,2.714,1.577,3.691,0.3442,1.573,0.3442
"33159",1,5.737,1.447,3.626,0.6027,6.649,0.6027
"33160",1,3.92,1.155,63.17,1.027,5.743,1.027
"33161",1,3.997,1.486,6.985,0.3489,6.21,0.3489
"33162",1,4.031,0.9593,0.9125,0.4405,4.707,0.4405
"33163",1,3.604,0.8572,3.967,0.4821,1.708,0.4821
"33164",1,3.42,3.35,3.212,0.3265,0.5313,0.3265
"33165",1,3.475,1.062,8.124,0.3915,1.178,0.3915
"33166",1,3.81,0.7842,1.658,0.3186,0.2721,0.3186
"33167",1,3.75,0.8634,3.696,0.2938,8.556,0.2938
"33168",1,3.784,2.022,0.5164,0.4202,0.1267,0.4202
"33169",1,3.654,1.32,1.722,0.4667,0.7031,0.4667
"33170",1,3.677,0.5691,0.6857,0.1992,0.84,0.1992
"33171",1,5.416,0.4591,3.018,0.5587,0.9333,0.5587
"33172",1,3.305,1.347,1.959,0.3872,1.086,0.3872
"33173",1,3.793,1.289,0.5665,0.2644,1.711,0.2644
"33174",1,3.683,1.167,0.4646,0.6753,1.684,0.6753
"33175",1,3.872,1.093,0.03457,0.3858,1.753,0.3858
"33176",1,4.161,0.7337,7.804,0.3137,2.719,0.3137
"33177",1,3.889,0.695,0.7825,0.5036,1.788,0.5036
"33178",1,4.121,2.219,4.144,0.5324,4.09,0.5324
"33179",1,4.111,1.643,0.4645,0.6137,0.2666,0.6137
"33180",1,4.139,3.746,1.194,0.5267,9.586,0.5267
"33181",1,4.139,0.7596,0.2721,0.4895,3.12,0.4895
"33182",1,4.445,1.637,1.583,0.5076,1.711,0.5076
"33183",1,4.656,14.51,5.594,0.3716,3.129,0.3716
"33184",1,4.399,0.1281,2.334,0.5011,3.996,0.5011
"33185",1,4.362,0.3757,2.874,0.5457,0.6084,0.5457
"33186",1,3.496,1.513,1.991,0.6077,2.155,0.6077
"33187",1,4.93,1.224,1.566,0.4901,11.38,0.4901
"33188",1,3.396,1.399,1.85,0.3069,1.924,0.3069
"33189",1,4.226,1.351,2.345,0.748,0.581,0.748
"33190",1,4.156,2.042,3.291,0.7008,1.183,0.7008
"33191",1,4.633,0.4103,0.6455,0.6732,2.23,0.6732
"33192",1,1.51,1.284,0.9057,0.6494,0.4526,0.6494
"33193",1,3.221,0.9169,1.075,0.4661,0.4837,0.4661
"33194",1,1.498,1.532,1.162,0.809,1.168,0.809
"33195",1,2.006,0.7902,0.57,0.5824,0.4658,0.5824
"33196",1,3.243,1.506,0.7851,0.7719,0.8814,0.7719
"33197",1,2.054,1.047,1.209,0.6674,0.4375,0.6674
"33198",1,2.263,1.494,0.9299,0.3873,2.205,0.3873
"33199",1,2.334,0.8689,1.049,0.351,0.7653,0.351
"33200",1,2.474,1.279,1.592,0.3616,0.9399,0.3616
"33201",1,2.554,1.18,0.7933,0.3274,0.323,0.3274
"33202",1,2.235,1.276,0.3212,0.2955,0.7397,0.2955
"33203",1,2.701,1.06,1.974,0.4366,1.005,0.4366
"33204",1,2.385,1.165,1.255,0.4366,4.452,0.4366
"33205",1,2.059,2.174,0.2772,0.4896,1.357,0.4896
"33206",1,2.405,1.204,1.846,0.5504,1.775,0.5504
"33207",1,2.478,0.5078,2.826,0.5338,5.382,0.5338
"33208",1,3.234,1.485,1.813,0.4641,4.634,0.4641
"33209",1,2.404,1.416,1.423,0.3853,0.809,0.3853
"33210",1,2.168,2.902,2.475,0.3949,7.114,0.3949
"33211",1,2.693,1.041,2.445,0.5421,3.861,0.5421
"33212",1,2.869,1.747,2.193,0.4166,2.775,0.4166
"33213",1,2.12,3.773,5.139,0.4909,1.784,0.4909
"33214",1,2.258,8.227,3.268,0.4809,3.126,0.4809
"33215",1,2.284,9.642,2.878,0.5355,2.453,0.5355
"33216",1,2.828,3.507,2.731,0.6827,2.802,0.6827
"33217",1,2.539,0.6525,2.334,0.5569,2.8,0.5569
"33218",1,2.726,0.9605,2.019,0.3577,2.71,0.3577
"33219",1,3.25,1.003,2.759,0.4048,2.207,0.4048
"33220",1,1.766,1.401,4.117,0.4102,2.075,0.4102
"33221",1,2.419,0.7882,2.675,0.5596,2.68,0.5596
"33222",1,2.29,1.777,3.503,0.3067,2.434,0.3067
"33223",1,4.095,1.429,1.922,0.5558,2.324,0.5558
"33224",1,2.216,1.79,2.203,0.5007,2.611,0.5007
"33225",1,1.86,1.759,2.623,0.3975,2.441,0.3975
"33226",1,2.15,0.497,4.063,0.8711,2.009,0.8711
"33227",1,2.842,1.79,3.458,0.3355,2.011,0.3355
"33228",1,2.305,1.897,3.381,0.149,2.09,0.149
"33229",1,2.186,1.338,3.31,0.7402,2.061,0.7402
"33230",1,2.812,3.12,3.468,0.4125,2.223,0.4125
"33231",1,2.511,4.254,2.559,0.3725,1.773,0.3725
"33232",1,2.41,2.232,5.278,0.3588,1.769,0.3588
"33233",1,2.974,0.6962,2.523,0.3454,2.22,0.3454
"33234",1,1.946,2.048,4.071,0.634,1.698,0.634
"33235",1,2.973,1.873,2.221,0.5465,1.342,0.5465
"33236",1,3.236,0.97,3.082,0.576,1.67,0.576
"33237",1,4.182,1.048,1.243,0.8245,1.244,0.8245
"33238",1,1.449,0.8487,1.437,0.742,1.232,0.742
"33239",1,1.794,1.467,2.613,0.5057,1.179,0.5057
"33240",1,1.9,2.451,0.3123,0.408,1.355,0.408
"33241",1,2.044,1.791,0.2722,0.4248,1.813,0.4248
"33242",1,2.158,1.545,1.701,0.3304,1.669,0.3304
"33243",1,2.245,2.161,0.8223,0.4658,1.383,0.4658
"33244",1,1.742,1.529,0.2167,0.2964,1.233,0.2964
"33245",1,3.685,0.7395,2.123,0.2524,1.035,0.2524
"33246",1,2.063,1.181,1.304,0.3141,1.379,0.3141
"33247",1,2.386,1.13,0.2996,0.3619,4.806,0.3619
"33248",1,2.594,5.363,62.4,0.4131,0.9759,0.4131
"33249",1,2.742,1.375,0.05222,0.4279,2.039,0.4279
"33250",1,2.903,2.852,0.872,0.4686,1.523,0.4686
"33251",1,3.089,1.632,0.3756,0.6793,1.624,0.6793
"33252",1,3.605,1.489,1.507,0.5825,6.81,0.5825
"33253",1,3.286,1.592,3.839,0.4352,1.228,0.4352
"33254",1,4.665,1.455,1.325,0.5153,2.166,0.5153
"33255",1,5.872,2.702,2.565,0.5136,0.2328,0.5136
"33256",1,18.45,1.856,1.871,0.6489,1.34,0.6489
"33257",1,6.613,1.975,2.244,0.5942,1.406,0.5942
"33258",1,3.635,1.156,2.302,0.6178,2.506,0.6178
"33259",1,1.951,1.846,1.567,0.6619,2.904,0.6619
"33260",1,3.104,1.633,2.186,0.7785,4.439,0.7785
"33261",1,2.858,1.409,1.91,0.5645,2.204,0.5645
"33262",1,2.755,1.054,1.032,0.5264,1.68,0.5264
"33263",1,3.535,0.5433,1.638,0.5466,1.956,0.5466
"33264",1,2.49,1.175,1.694,0.4388,3.702,0.4388
"33265",1,3.358,0.7088,2.312,0.791,1.65,0.791
"33266",1,2.765,0.7505,1.646,0.5888,5.025,0.5888
"33267",1,1.693,1.034,1.886,0.7056,1.559,0.7056
"33268",1,2.76,0.7802,1.735,0.5671,4.15,0.5671
"33269",1,2.479,1.08,1.499,0.6241,7.188,0.6241
"33270",1,1.88,1.356,1.894,0.4729,4.023,0.4729
"33271",1,4.184,1.707,1.952,0.6917,2.483,0.6917
"33272",1,1.71,1.62,1.431,0.5333,3.258,0.5333
"33273",1,2.977,1.636,1.867,0.4902,1.838,0.4902
"33274",1,3.085,1.493,1.296,0.5279,6.807,0.5279
"33275",1,3.51,1.168,1.391,0.6714,1.914,0.6714
"33276",1,3.055,1.143,0.9823,1.068,3.263,1.068
"33277",1,1.762,2.871,0.9432,0.6308,1.111,0.6308
"33278",1,4.738,1.878,1.412,0.4903,10.28,0.4903
"33279",1,0.854,0.9209,1.178,0.4739,3.997,0.4739
"33280",1,7.575,1.321,1.102,0.4965,8.604,0.4965
"33281",1,5.471,1.24,1.153,0.3874,0.9338,0.3874
"33282",1,3.139,1.473,1.078,0.3702,0.7427,0.3702
"33283",1,3.448,1.185,1.045,0.487,0.07497,0.487
"33284",1,3.762,2.518,1.051,0.4423,1.141,0.4423
"33285",1,2.575,1.456,1.04,0.2762,1.426,0.2762
"33286",1,3.125,1.847,1.172,0.5612,0.2114,0.5612
"33287",1,3.427,1.334,1.161,0.1978,0.001431,0.1978
"33288",1,1.963,1.788,1.608,0.2862,0.2529,0.2862
"33289",1,4.088,2.164,0.529,0.4692,0.1843,0.4692
"33290",1,2.847,2.047,0.3076,0.8854,1.016,0.8854
"33291",1,3.912,1.83,0.3224,0.6216,0.7816,0.6216
"33292",1,5.039,1.845,0.6303,0.1132,0.4537,0.1132
"33293",1,2.655,1.76,4.395,0.3807,1.172,0.3807
"33294",1,1.998,1.795,0.5842,0.6807,0.5633,0.6807
"33295",1,1.899,1.689,1.004,0.5579,2.768,0.5579
"33296",1,2.27,1.67,1.902,0.5312,0.3569,0.5312
"33297",1,3.317,1.705,2.327,0.3817,0.883,0.3817
"33298",1,3.914,1.667,1.42,0.449,1.835,0.449
"33299",1,3.685,1.621,1.021,0.3348,0.2982,0.3348
"33300",1,3.089,1.618,2.506,0.3774,0.3244,0.3774
"33301",1,4.05,1.642,0.8677,0.214,1.904,0.214
"33302",1,2.948,1.791,2.143,0.1307,1.672,0.1307
"33303",1,3.04,1.526,1.697,0.2906,2.198,0.2906
"33304",1,3.616,1.494,1.125,0.4011,0.1732,0.4011
"33305",1,3.15,1.189,1.35,0.4673,5.062,0.4673
"33306",1,3.063,0.8131,0.968,0.4115,0.1689,0.4115
"33307",1,2.982,1.192,0.9396,0.4806,1.454,0.4806
"33308",1,2.863,1.04,0.9662,0.2581,0.2615,0.2581
"33309",1,3.64,1.218,1.271,0.5884,0.5864,0.5884
"33310",1,2.606,1.278,1.28,0.3334,0.7045,0.3334
"33311",1,3.25,1.353,0.8836,0.4759,0.6866,0.4759
"33312",1,2.537,1.361,1.16,0.2407,0.8576,0.2407
"33313",1,3.436,1.812,0.9415,0.1212,0.6008,0.1212
"33314",1,2.833,1.729,1.048,1.002,1.141,1.002
"33315",1,2.95,1.682,1.21,0.1398,0.834,0.1398
"33316",1,2.198,1.513,1.21,0.1664,0.7718,0.1664
"33317",1,2.332,1.681,0.9337,0.261,0.5819,0.261
"33318",1,2.443,1.419,0.7781,0.3904,0.856,0.3904
"33319",1,2.75,1.56,0.8587,0.5869,0.6944,0.5869
"33320",1,2.792,1.855,0.8384,0.3331,0.6957,0.3331
"33321",1,2.946,1.658,0.8695,0.3363,3.228,0.3363
"33322",1,2.782,1.544,0.747,0.1703,0.732,0.1703
"33323",1,3.016,1.548,0.5323,0.353,0.9498,0.353
"33324",1,3.041,1.452,0.6039,0.5932,1.881,0.5932
"33325",1,3.018,1.488,0.5847,0.5362,3.408,0.5362
"33326",1,3.177,1.525,0.5914,0.5645,1.351,0.5645
"33327",1,3.211,1.51,0.5903,0.7103,1.319,0.7103
"33328",1,3.068,1.502,0.6163,0.3832,1.066,0.3832
"33329",1,3.05,1.381,0.642,0.3278,1.378,0.3278
"33330",1,2.886,1.468,0.5807,0.3037,2.506,0.3037
"33331",1,2.707,1.258,0.5907,0.4181,2.311,0.4181
"33332",1,2.359,1.035,0.5835,0.471,5.274,0.471
"33333",1,2.259,1.066,1.126,0.6316,1.24,0.6316
"33334",1,2.321,1.008,0.8751,0.506,1.807,0.506
"33335",1,2.18,0.8786,0.6362,0.5945,2.367,0.5945
"33336",1,2.611,0.9811,0.828,0.5185,3.177,0.5185
"33337",1,2.626,1.251,0.6204,0.4614,2.014,0.4614
"33338",1,2.132,1.367,0.6493,0.6424,2.255,0.6424
"33339",1,2.263,1.261,0.6552,0.4935,1.624,0.4935
"33340",1,2.556,1.609,0.6935,0.5139,2.319,0.5139
"33341",1,2.203,1.38,0.6413,0.5596,2.164,0.5596
"33342",1,2.613,0.8019,0.5776,0.5575,2.074,0.5575
"33343",1,2.448,1.096,0.8363,0.583,2.078,0.583
"33344",1,2.448,1.908,0.7399,0.5208,2.072,0.5208
"33345",1,2.697,2.366,0.7453,0.5786,2.399,0.5786
"33346",1,2.383,2.069,0.6877,0.5288,1.91,0.5288
"33347",1,2.831,1.394,0.7846,0.4987,2.229,0.4987
"33348",1,3.316,1.399,0.9287,0.4373,2.168,0.4373
"33349",1,2.534,1.718,0.6498,0.4988,1.031,0.4988
"33350",1,2.845,1.473,1.105,0.4683,1.172,0.4683
"33351",1,3.931,1.604,1.042,0.4762,1.203,0.4762
"33352",1,3.595,1.595,1.019,0.4185,1.129,0.4185
"33353",1,2.979,1.642,1.01,0.4679,1.187,0.4679
"33354",1,2.427,1.582,0.7675,0.3007,1.062,0.3007
"33355",1,2.754,1.6,1.188,0.3324,0.9249,0.3324
"33356",1,2.354,1.557,1.534,0.4909,0.9693,0.4909
"33357",1,2.07,1.586,1.272,0.4732,1.009,0.4732
"33358",1,5.816,1.427,1.075,0.4052,1.08,0.4052
"33359",1,1.69,1.61,1.351,0.4847,1.106,0.4847
"33360",1,2.769,1.256,1.646,0.4066,1.026,0.4066
"33361",1,3.602,1.207,1.333,0.3914,1.716,0.3914
"33362",1,4.61,1.603,0.9594,0.4841,2.301,0.4841
"33363",1,2.971,1.242,2.039,0.5133,2.178,0.5133
"33364",1,2.375,1.068,0.7339,0.4096,0.7093,0.4096
"33365",1,4.639,1.346,1.273,0.3822,3.571,0.3822
"33366",1,1.823,1.503,0.8944,0.5189,0.6383,0.5189
"33367",1,2.467,1.295,1.061,0.769,1.124,0.769
"33368",1,3.409,1.277,2.047,0.4962,1.101,0.4962
"33369",1,2.286,1.238,1.091,0.4806,1.798,0.4806
"33370",1,1.739,1.33,1.709,0.7674,2.594,0.7674
"33371",1,1.852,1.587,0.706,0.8524,1.209,0.8524
"33372",1,2.808,1.52,0.882,0.3192,0.8904,0.3192
"33373",1,2.354,1.91,0.7677,0.8498,1.529,0.8498
"33374",1,2.036,1.315,0.7731,0.5853,1.19,0.5853
"33375",1,2.315,1.122,0.814,1.086,49.77,1.086
"33376",1,2.271,1.11,0.6158,0.9707,11.84,0.9707
"33377",1,2.103,2.334,0.3881,0.5078,1.462,0.5078
"33378",1,2.167,1.24,0.7063,0.6791,0.7968,0.6791
"33379",1,2.165,1.045,1.144,0.4969,2.095,0.4969
"33380",1,2.054,8.536,0.5742,0.8023,0.9084,0.8023
"33381",1,2.127,0.6388,4.215,0.6923,0.1899,0.6923
"33382",1,2.044,1.329,0.8623,1.5,0.768,1.5
"33383",1,2.002,1.055,1.182,0.702,0.6033,0.702
"33384",1,2.088,0.9422,0.1029,0.5863,0.6285,0.5863
"33385",1,2.125,0.9136,0.2791,0.8293,0.4984,0.8293
"33386",1,2.126,0.8088,0.6415,0.5752,0.2141,0.5752
"33387",1,2.144,1.148,0.5743,0.5845,1.488,0.5845
"33388",1,2.102,0.9828,0.8251,0.4879,1.617,0.4879
"33389",1,2.039,1.263,1.19,0.6455,0.2554,0.6455
"33390",1,2.231,0.7955,0.3484,0.3871,1.234,0.3871
"33391",1,2.157,1.13,5.797,0.3802,0.8933,0.3802
"33392",1,2.102,1.192,0.2607,0.5146,0.3808,0.5146
"33393",1,2.127,1.794,1.539,0.5829,0.3152,0.5829
"33394",1,2.246,1.07,0.6057,0.7091,4.853,0.7091
"33395",1,2.243,1.427,0.124,0.5825,0.2149,0.5825
"33396",1,2.284,2.191,0.09152,0.4588,1.327,0.4588
"33397",1,2.171,2.916,0.2391,0.5735,1.177,0.5735
"33398",1,2.145,0.578,0.1798,0.8218,1.238,0.8218
"33399",1,2.215,1.75,0.6156,0.4693,1.152,0.4693
"33400",1,2.177,1.062,2.548,0.4549,1.557,0.4549
"33401",1,2.271,2.619,0.2845,0.6307,1.269,0.6307
"33402",1,2.12,2.44,0.5139,0.6285,1.434,0.6285
"33403",1,2.079,2.224,0.2373,0.6114,1.343,0.6114
"33404",1,2.122,1.512,0.3998,0.4569,1.352,0.4569
"33405",1,2.126,2.021,0.2487,0.4036,0.6678,0.4036
"33406",1,2.1,2.197,2.366,0.515,1.909,0.515
"33407",1,2.123,1.779,1.402,0.5159,0.5189,0.5159
"33408",1,1.969,1.651,0.8869,0.5171,0.58,0.5171
"33409",1,2.059,2.153,1.014,0.7788,0.06793,0.7788
"33410",1,2.041,1.538,0.604,0.6354,5.055,0.6354
"33411",1,2.098,1.048,0.4621,0.6102,8.906,0.6102
"33412",1,2.033,1.882,0.4783,0.5791,0.02597,0.5791
"33413",1,1.966,2.967,0.6008,0.6063,157.7,0.6063
"33414",1,2.053,2.008,1.429,0.6046,0.131,0.6046
"33415",1,2.032,2.23,0.4641,0.5415,8.188,0.5415
"33416",1,2,2.468,1.533,0.5772,7.338,0.5772
"33417",1,2.04,1.217,0.5695,0.5912,2.014,0.5912
"33418",1,2.078,0.9685,0.9173,0.6899,3.484,0.6899
"33419",1,2.136,1.327,1.291,0.5799,6.238,0.5799
"33420",1,2.247,1.486,1.081,0.593,14.81,0.593
"33421",1,2.149,0.8602,0.8586,0.5825,4.015,0.5825
"33422",1,2.161,1.318,0.8275,0.5791,3.057,0.5791
"33423",1,2.08,0.5459,1.299,0.5244,5.119,0.5244
"33424",1,2.54,3.574,0.6886,0.6118,2.611,0.6118
"33425",1,2.253,3.834,0.4656,0.5066,2.917,0.5066
"33426",1,2.882,1.35,1.764,0.5949,3.886,0.5949
"33427",1,1.796,1.275,5.332,0.4762,7.822,0.4762
"33428",1,1.983,1.055,0.7579,0.6421,12.82,0.6421
"33429",1,1.754,1.124,0.5664,1.045,0.6476,1.045
"33430",1,2.103,0.6893,0.3557,0.4611,3.012,0.4611
"33431",1,2.121,0.8459,0.4258,0.6441,0.7398,0.6441
"33432",1,1.995,1.475,0.1074,0.3414,35.58,0.3414
"33433",1,2.318,0.8308,0.1442,0.4628,2.564,0.4628
"33434",1,2.222,2.713,0.5093,0.3111,1.579,0.3111
"33435",1,1.84,3.005,1.575,0.4738,2.733,0.4738
"33436",1,1.838,0.99,1.507,1.327,0.8604,1.327
"33437",1,2.405,1.037,0.2285,0.6698,1.241,0.6698
"33438",1,2.128,2.488,0.4752,0.3345,0.1163,0.3345
"33439",1,1.288,2.666,0.222,1.116,0.07129,1.116
"33440",1,2.531,1.63,0.4916,0.3931,2.953,0.3931
"33441",1,3.53,1.245,0.6369,0.4142,13.58,0.4142
"33442",1,2.934,2.621,0.9968,0.4415,15.42,0.4415
"33443",1,2.26,2.132,2.252,0.433,0.3134,0.433
"33444",1,2.838,1.715,1.292,0.6,0.42,0.6
"33445",1,2.932,1.931,1.09,0.4707,0.2715,0.4707
"33446",1,2.831,1.601,2.427,0.4462,1.149,0.4462
"33447",1,1.94,1.589,1.783,0.4637,0.4671,0.4637
"33448",1,1.886,1.818,0.8168,0.4931,0.4463,0.4931
"33449",1,2.491,1.522,0.8492,0.5131,0.09834,0.5131
"33450",1,1.998,1.427,0.0716,0.4968,0.0241,0.4968
"33451",1,2.108,1.282,0.1336,0.5725,0.1707,0.5725
"33452",1,2.435,1.404,1.298,0.4615,0.392,0.4615
"33453",1,2.274,1.697,1.111,0.517,3.526,0.517
"33454",1,2.578,1.283,4.437,0.5211,2.459,0.5211
"33455",1,1.954,1.293,0.1922,0.476,0.116,0.476
"33456",1,2.054,1.481,0.07501,0.5057,0.5576,0.5057
"33457",1,1.988,1.405,0.3535,0.3884,8.066,0.3884
"33458",1,2.032,1.588,0.2276,0.3908,0.3315,0.3908
"33459",1,1.877,1.529,0.4531,0.5158,2.383,0.5158
"33460",1,1.864,1.821,8.238,0.5927,1.18,0.5927
"33461",1,1.866,1.559,1.576,0.5662,28.73,0.5662
"33462",1,1.836,3.169,1.872,0.5338,2.662,0.5338
"33463",1,1.823,2.855,1.456,0.5695,1.741,0.5695
"33464",1,1.971,2.87,1.807,0.5378,5.279,0.5378
"33465",1,1.933,1.877,1.372,0.6107,0.5615,0.6107
"33466",1,1.994,1.339,1.668,0.5367,15.99,0.5367
"33467",1,1.917,2.294,2.706,0.5751,1.117,0.5751
"33468",1,2.007,2.656,2.714,0.5808,0.4804,0.5808
"33469",1,1.877,2.208,3.5,0.5366,1.803,0.5366
"33470",1,2.097,1.118,1.156,0.6814,14.45,0.6814
"33471",1,1.986,1.38,1.184,0.5036,7.017,0.5036
"33472",1,1.909,1.567,1.776,0.5108,1.381,0.5108
"33473",1,1.935,1.541,1.57,0.6111,1.741,0.6111
"33474",1,2.115,1.637,1.007,0.6003,3.06,0.6003
"33475",1,2.04,1.402,0.6917,0.4857,2.167,0.4857
"33476",1,2.306,1.187,1.211,0.4883,3.263,0.4883
"33477",1,2.03,0.9668,1.704,0.425,1.78,0.425
"33478",1,2.139,1.343,2.179,0.5853,0.4733,0.5853
"33479",1,2.514,1.049,2.439,0.5955,1.081,0.5955
"33480",1,2.269,1.401,2.126,0.7826,0.7874,0.7826
"33481",1,2.474,1.617,1.943,0.6215,0.7785,0.6215
"33482",1,2.514,1.461,3.227,0.7486,0.053,0.7486
"33483",1,2.562,1.175,1.844,0.6735,0.9397,0.6735
"33484",1,2.744,1.4,3.824,0.6134,0.2243,0.6134
"33485",1,2.723,1.347,0.8419,0.6618,0.3911,0.6618
"33486",1,3.066,1.274,0.9112,0.5294,0.5737,0.5294
"33487",1,2.854,1.473,2.639,0.6731,0.2509,0.6731
"33488",1,2.74,1.29,1.19,0.6731,6.288,0.6731
"33489",1,2.858,1.597,1.501,0.72,0.1752,0.72
"33490",1,2.964,1.398,0.7721,0.6853,0.05046,0.6853
"33491",1,3.174,1.723,1.69,0.6879,0.4053,0.6879
"33492",1,3.159,1.27,4.331,0.6695,0.05939,0.6695
"33493",1,2.445,0.1789,2.906,0.4987,7.799,0.4987
"33494",1,2.62,1.489,2.625,0.4068,1.78,0.4068
"33495",1,2.616,0.5241,4.189,0.4484,0.6727,0.4484
