"","mu.mean.5.","mu.mean.1.","mu.mean.6.","mu.mean.7.","mu.mean.17.","mu.mean.15.","mu.mean.16."
"18497",-4.93074,-4.47466,-3.3404,-2.3032,-3.0688,-4.66819,-5.6663
"18498",-4.90674,-4.57701,-3.2793,-3.2972,-3.6868,-3.5963,-5.7773
"18499",-4.8155,-4.6852,-3.4063,-2.4722,-3.2401,-3.7793,-5.6043
"18500",-4.7965,-4.6132,-3.2783,-2.4022,-2.7951,-4.9724,-4.9413
"18501",-4.7455,-4.5972,-3.4123,-2.5562,-3.12137,-3.34617,-5.5483
"18502",-4.7575,-4.6402,-3.54741,-2.0202,-2.90137,-4.38477,-5.8823
"18503",-4.7874,-4.6442,-3.44441,-2.9348,-2.07437,-3.87777,-5.5743
"18504",-4.7784,-4.6572,-3.39897,-2.0478,-2.91337,-5.02377,-5.2843
"18505",-4.8334,-4.5966,-3.30097,-2.5208,-2.83537,-4.68781,-5.6645
"18506",-4.8104,-4.5856,-3.36297,-2.3828,-3.00937,-4.11981,-5.4703
"18507",-4.7624,-4.6367,-3.19197,-2.8148,-2.82137,-4.26381,-5.7683
"18508",-4.8164,-4.6017,-3.18197,-3.4758,-3.1243,-3.88081,-5.7823
"18509",-4.939,-4.6557,-3.46097,-2.3018,-3.3178,-4.18471,-6.072
"18510",-4.703,-4.5817,-3.39597,-3.0408,-3.0792,-3.9229,-5.6683
"18511",-4.832,-4.5887,-3.29997,-3.6968,-2.7252,-4.1486,-5.7318
"18512",-4.764,-4.5687,-3.13882,-3.6598,-3.4492,-3.9786,-6.0408
"18513",-4.8098,-4.7146,-3.33482,-3.4198,-2.6062,-3.8116,-5.7765
"18514",-4.9368,-4.7361,-3.23393,-2.6348,-2.7902,-4.2976,-5.8455
"18515",-4.8978,-4.7541,-3.24519,-2.4998,-2.8532,-3.7766,-5.8418
"18516",-4.8698,-4.6932,-3.54019,-2.6948,-3.1542,-3.9456,-5.2418
"18517",-4.7238,-4.6854,-3.329,-5.429,-3.0042,-4.82769,-5.1317
"18518",-4.6318,-4.6864,-3.32,-5.487,-3.2969,-4.4002,-5.1697
"18519",-4.7181,-4.6684,-3.474,-3.484,-3.1019,-4.3952,-5.2077
"18520",-4.8951,-4.6974,-3.318,-3.592,-3.0442,-3.442668,-4.9687
"18521",-4.8491,-4.6804,-3.503,-5.753,-2.9134,-4.396668,-5.2667
"18522",-4.6764,-4.6887,-3.285,-3.9187,-2.8394,-3.912668,-5.3977
"18523",-4.6654,-4.6397,-3.19722,-3.1802,-3.2214,-3.832668,-5.4527
"18524",-4.6647,-4.7047,-3.42612,-2.8342,-3.3234,-3.656668,-4.7417
"18525",-4.6168,-4.5407,-3.47212,-2.5782,-3.0004,-4.916668,-5.4427
"18526",-4.915,-4.5717,-3.40712,-4.729,-2.9604,-4.15335,-5.8047
"18527",-4.929,-4.6031,-3.41312,-5.664,-3.4326,-3.5622,-5.6887
"18528",-4.927,-4.5575,-3.38412,-5.647,-2.9046,-3.5413,-5.4127
"18529",-4.975,-4.5685,-3.27621,-5.453,-2.9014,-3.290627,-5.5638
"18530",-4.928,-4.5335,-3.32847,-2.5187,-4.1524,-3.365627,-5.5398
"18531",-4.972,-4.5793,-3.36549,-2.8317,-3.1939,-3.399627,-5.2786
"18532",-4.94,-4.5213,-3.36191,-2.4427,-3.3679,-3.783627,-5.27
"18533",-4.901,-4.5313,-3.34291,-1.3087,-2.6889,-3.952627,-5.36
"18534",-4.854,-4.5093,-3.28156,-2.9797,-2.7219,-4.011627,-5.439
"18535",-4.881,-4.51498,-3.31156,-2.8347,-2.5099,-4.229627,-5.3214
"18536",-4.852,-4.50698,-3.43165,-2.2067,-2.7613,-3.447627,-5.1248
"18537",-4.903,-4.6478,-3.37965,-1.6747,-3.4171,-3.166627,-4.7158
"18538",-5.1114,-4.6388,-3.15865,-2.0357,-3.0221,-3.470627,-6.1628
"18539",-4.6009,-4.6128,-3.297838,-4.6751,-2.5281,-4.167627,-5.6807
"18540",-4.9218,-4.6328,-3.085838,-3.5181,-2.6981,-3.407627,-5.5736
"18541",-4.9678,-4.6338,-3.57427,-3.6381,-3.5101,-3.540627,-5.4106
"18542",-4.8883,-4.6188,-3.44427,-2.9941,-3.2111,-3.8142,-5.2896
"18543",-4.9523,-4.6188,-3.2856,-3.4231,-2.9471,-4.0202,-5.4076
"18544",-4.9143,-4.6245,-3.3022,-3.7236,-3.2841,-3.9192,-5.1547
"18545",-4.9383,-4.5321,-3.6324,-3.5766,-3.3571,-4.4082,-5.3143
"18546",-5.0643,-4.5341,-3.5146,-4.0056,-3.4591,-2.8825,-5.2403
"18547",-5.0223,-4.5351,-3.35209,-4.1016,-2.6445,-4.1375,-5.2513
"18548",-5.0848,-4.6394,-3.38509,-2.9205,-2.4279,-4.5146,-5.2073
"18549",-5.0348,-4.47492,-3.59909,-1.3135,-3.0116,-3.9716,-5.6699
"18550",-5.1719,-4.50892,-3.4637,-3.3855,-2.5615,-4.6906,-5.9239
"18551",-5.1099,-4.51792,-3.3887,-3.311,-3.7895,-4.1366,-5.8859
"18552",-5.1013,-4.54047,-3.6127,-2.565,-3.4515,-4.7396,-5.6249
"18553",-4.94409,-4.52647,-3.6894,-4.981,-2.9295,-2.8716,-5.5689
"18554",-4.9791,-4.56847,-3.7015,-5.456,-3.5815,-4.4398,-5.337
"18555",-4.9931,-4.53947,-3.6985,-5.879,-2.2965,-4.8308,-5.1681
"18556",-4.9751,-4.55247,-3.3765,-5.189,-2.8075,-2.9629,-5.1041
"18557",-5.0457,-4.54647,-3.3606,-3.087,-3.9085,-4.3459,-5.6211
"18558",-4.9857,-4.54947,-3.2886,-5.38,-3.4255,-4.7541,-5.2221
"18559",-4.9593,-4.55547,-3.6106,-2.795,-3.0485,-4.26529,-5.3831
"18560",-4.9543,-4.56047,-3.4956,-3.307,-2.9195,-3.02829,-5.5755
"18561",-5.0113,-4.55873,-3.5136,-3.223,-3.0465,-4.03229,-5.7435
"18562",-4.9523,-4.5765,-3.5056,-3.334,-2.8315,-4.11929,-5.6405
"18563",-5.0267,-4.5615,-3.3796,-3.715,-3.2725,-4.45329,-5.7061
"18564",-5.0397,-4.5645,-3.4506,-2.57,-3.1745,-3.79803,-5.3161
"18565",-4.9957,-4.5915,-3.5206,-2.023,-2.9645,-3.62403,-5.1382
"18566",-5.0406,-4.54627,-3.4496,-3.94295,-3.0138,-4.68503,-5.1112
"18567",-5.0016,-4.54127,-3.4346,-3.44895,-3.0548,-4.32403,-4.9503
"18568",-5.1126,-4.53927,-3.4576,-4.46595,-3.4458,-3.239193,-5.6543
"18569",-5.1063,-4.57127,-3.3166,-4.05895,-2.6978,-4.607193,-5.6223
"18570",-5.0823,-4.54927,-3.3256,-3.6056,-3.4938,-3.821193,-5.9473
"18571",-5.0343,-4.53327,-3.7516,-4.7216,-2.9338,-4.656193,-5.3643
"18572",-5.0243,-4.51827,-3.5652,-5.397,-2.8745,-4.146193,-5.5093
"18573",-5.0393,-4.54427,-3.42701,-4.1215,-3.5082,-3.11289,-5.4273
"18574",-5.0662,-4.56027,-3.42001,-2.0465,-2.7852,-4.29689,-5.4563
"18575",-5.0301,-4.54727,-3.4577,-1.7835,-3.5812,-4.09989,-5.5533
"18576",-4.9441,-4.52427,-2.9467,-2.3725,-3.1888,-3.76189,-5.7293
"18577",-5.0011,-4.53927,-3.2447,-2.334,-3.0225,-2.90789,-5.6518
"18578",-5.1001,-4.5734,-3.5117,-2.81,-2.8585,-4.03189,-5.7268
"18579",-5.0911,-4.5664,-3.3607,-2.307,-3.0573,-3.918,-5.6798
"18580",-5.1331,-4.5644,-3.3297,-0.997,-3.3703,-4.5816,-5.6638
"18581",-5.1411,-4.5694,-3.3877,-2.612,-3.0816,-5.2198,-5.7098
"18582",-5.1661,-4.5714,-3.4387,-2.228,-3.8556,-4.9159,-5.7438
"18583",-5.1277,-4.5694,-3.6037,-2.204,-2.3356,-5.0699,-5.8018
"18584",-5.1477,-4.7518,-3.5147,-5.0816,-3.6571,-3.66242,-5.5921
"18585",-5.1457,-4.7538,-3.4677,-4.9586,-3.3329,-4.64642,-5.5933
"18586",-5.2104,-4.7488,-3.28213,-5.1356,-2.9549,-4.09042,-5.7566
"18587",-5.2074,-4.7508,-3.42797,-5.3576,-3.6132,-3.4461,-5.3916
"18588",-5.2875,-4.7458,-3.47597,-5.4426,-3.3802,-4.10028,-5.6336
"18589",-5.2185,-4.687,-3.4066,-4.3596,-3.7995,-4.49491,-5.361
"18590",-5.2585,-4.677,-3.4256,-4.9806,-2.9485,-3.72991,-5.576
"18591",-5.06584,-4.678,-3.3826,-4.8196,-3.4065,-4.44191,-5.301
"18592",-5.298,-4.674,-3.01883,-4.5412,-3.2575,-3.8828,-5.7456
"18593",-5.328,-4.68,-3.00683,-4.6322,-2.9445,-4.5078,-5.7376
"18594",-5.296,-4.44738,-3.20783,-5.554,-3.2875,-5.55001,-5.9036
"18595",-5.335,-4.4406,-3.34783,-5.717,-3.2195,-3.64501,-6.1016
"18596",-5.231,-4.4416,-3.4884,-5.309,-3.5725,-2.36901,-5.8116
"18597",-5.1924,-4.40888,-3.7003,-5.948,-3.4893,-3.94201,-5.5866
"18598",-5.2832,-4.40788,-3.4893,-5.021,-3.4103,-3.74001,-5.8875
"18599",-5.2802,-4.41388,-3.4983,-4.8148,-3.5923,-3.87901,-5.593
"18600",-5.3232,-4.40988,-3.09981,-4.2488,-3.7093,-3.81601,-5.802
"18601",-5.2676,-4.41045,-3.43681,-5.1223,-3.7443,-5.13901,-5.1332
"18602",-5.1816,-4.40645,-3.19981,-5.0593,-3.8053,-4.39101,-5.4452
"18603",-5.1296,-4.5612,-3.19381,-5.0583,-3.2813,-3.80601,-5.8412
"18604",-5.2546,-4.5652,-3.25926,-4.3023,-3.2793,-4.59201,-5.7211
"18605",-5.1136,-4.5622,-3.5498,-5.615,-3.4539,-4.3724,-5.3101
"18606",-5.1466,-4.5612,-3.5168,-5.267,-3.2689,-4.2084,-5.3861
"18607",-5.0175,-4.5592,-3.4698,-6.276,-3.2259,-4.5994,-5.2257
"18608",-4.9275,-4.5622,-3.4193,-3.137,-3.1756,-4.0294,-5.3657
"18609",-5.10398,-4.5255,-3.3493,-2.762,-3.5006,-4.1144,-5.5901
"18610",-5.06498,-4.5225,-3.5573,-2.618,-3.0393,-3.6374,-5.4111
"18611",-5.0677,-4.5245,-3.33,-6.896,-3.2163,-4.6104,-5.7301
"18612",-5.0647,-4.5215,-3.318,-5.935,-3.0993,-4.2024,-5.6381
"18613",-5.1358,-4.5165,-3.395,-5.713,-3.7223,-3.58422,-5.588
"18614",-5.0444,-4.7332,-3.459,-2.0344,-3.5913,-4.00422,-5.543
"18615",-5.0224,-4.54702,-3.632,-4.4964,-3.4603,-4.06322,-5.531
"18616",-5.2052,-4.54802,-3.418,-4.1194,-3.3023,-3.91622,-5.673
"18617",-5.0039,-4.54702,-3.537,-3.3854,-3.4253,-3.269,-5.5155
"18618",-5.0201,-4.456932,-3.413,-2.7784,-2.7299,-3.677,-5.3015
"18619",-5.0841,-4.455932,-3.527,-6.311,-2.6529,-4.312,-6.1075
"18620",-5.1561,-4.5772,-3.549,-5.875,-3.2629,-4.67456,-4.7895
"18621",-5.1711,-4.6068,-3.202,-6.55,-3.3369,-4.3444,-5.0723
"18622",-5.0391,-4.6068,-3.1792,-3.6116,-2.9284,-3.7874,-5.1243
"18623",-5.1341,-4.6028,-3.2512,-3.0946,-3.0844,-3.0834,-5.1503
"18624",-5.0171,-4.6189,-3.5622,-3.2526,-2.8894,-3.6865,-5.3633
"18625",-5.0861,-4.6169,-3.3679,-2.5366,-2.2342,-3.2766,-5.6783
"18626",-5.0035,-4.6179,-3.4839,-4.1696,-2.6252,-2.94285,-5.5753
"18627",-4.9055,-4.6179,-3.4199,-3.4326,-3.3042,-3.54602,-5.5323
"18628",-5.0945,-4.6179,-3.3949,-3.8096,-3.3672,-4.86502,-5.816
"18629",-5.0795,-4.6189,-3.2689,-4.4172,-3.2616,-4.13902,-5.651
"18630",-5.2269,-4.6169,-3.5179,-4.8752,-2.6406,-4.56102,-5.39
"18631",-5.2079,-4.6149,-3.4389,-4.3492,-3.5556,-4.068,-5.88
"18632",-5.3379,-4.6159,-3.3949,-5.606,-3.1296,-4.2462,-5.266
"18633",-5.3504,-4.6588,-3.6451,-3.9561,-3.1286,-3.3572,-5.567
"18634",-5.3154,-4.6249,-3.4751,-3.9421,-3.2086,-4.3002,-5.402
"18635",-5.0635,-4.556,-3.5821,-4.0831,-3.0046,-5.5312,-5.734
"18636",-5.0015,-4.7048,-3.3941,-3.3841,-3.1036,-4.3682,-5.7525
"18637",-4.9985,-4.7038,-3.4451,-3.8461,-3.0466,-4.8762,-5.8095
"18638",-5.0205,-4.7058,-3.3351,-6.102,-2.1293,-4.3312,-5.4935
"18639",-5.1135,-4.7048,-3.1531,-5.557,-2.2373,-4.0602,-5.9005
"18640",-5.0295,-4.6274,-3.2041,-5.449,-2.8703,-4.8102,-5.3938
"18641",-4.9705,-4.6254,-3.0181,-6.034,-3.04804,-4.4752,-5.6408
"18642",-4.9646,-4.6254,-3.4085,-5.617,-2.03604,-3.6222,-5.5318
"18643",-5.1926,-4.6274,-3.3435,-4.729,-2.61,-4.8782,-5.5218
"18644",-4.8216,-4.6294,-3.4205,-3.9237,-2.933,-4.2977,-5.8521
"18645",-5.0956,-4.6254,-3.7385,-4.4917,-2.882,-4.2707,-5.6531
"18646",-5.0466,-4.6254,-3.4325,-4.1427,-2.705,-4.3577,-5.8571
"18647",-5.5064,-4.6294,-3.6052,-4.2757,-2.411,-5.2917,-5.7421
"18648",-5.2694,-4.6254,-3.4922,-3.4697,-2.5058,-5.2747,-5.7021
"18649",-5.3101,-4.6254,-3.6142,-4.2737,-2.8226,-3.8977,-5.7734
"18650",-5.2761,-4.5682,-3.5702,-4.5697,-3.1346,-3.9847,-5.9167
"18651",-5.1331,-4.8091,-3.6142,-4.6375,-3.1616,-4.0027,-5.7967
"18652",-5.1982,-4.6387,-3.5422,-4.3325,-2.7028,-4.8554,-5.792
"18653",-5.1562,-4.6387,-3.5582,-4.7955,-3.0008,-5.7654,-5.583
"18654",-5.1432,-4.6377,-3.3942,-4.2535,-2.4171,-4.0734,-5.7934
"18655",-5.1022,-4.6407,-3.5152,-3.8545,-3.1521,-3.8178,-5.8034
"18656",-5.1762,-4.6417,-3.5652,-4.4465,-2.4131,-4.2308,-5.4344
"18657",-5.0578,-4.6417,-3.4268,-2.9252,-2.8561,-4.2968,-5.7274
"18658",-4.9729,-4.6367,-3.2746,-3.1062,-3.2476,-3.79878,-5.0364
"18659",-5.1049,-4.6417,-3.5366,-2.6442,-3.2986,-3.7987,-4.9578
"18660",-5.1319,-4.6135,-3.37,-3.0562,-3.3806,-4.4847,-5.4548
"18661",-5.0219,-4.6135,-3.238,-5.511,-2.4466,-4.7491,-5.4228
"18662",-5.2829,-4.6195,-3.364,-4.399,-3.1126,-4.4081,-5.5416
"18663",-5.1109,-4.6115,-3.251,-5.14,-3.3566,-4.1641,-5.719
"18664",-4.9709,-4.6115,-3.319,-4.807,-3.1283,-4.4201,-5.677
"18665",-5.0079,-4.6165,-3.3958,-5.985,-2.4283,-4.3429,-5.957
"18666",-5.2129,-4.6125,-3.3718,-4.5625,-3.6723,-4.6271,-5.9158
"18667",-5.0879,-4.6135,-3.22612,-2.5605,-3.6563,-5.2497,-5.92
"18668",-5.1169,-4.473814,-3.21212,-0.5395,-3.2543,-4.3428,-5.5293
"18669",-4.9839,-4.473814,-3.19912,-2.3775,-3.2383,-5.3298,-5.6383
"18670",-5.1138,-4.475814,-3.30512,-3.7515,-3.2999,-4.2358,-5.7753
"18671",-5.0512,-4.473814,-3.47312,-4.6158,-2.6592,-4.9058,-5.5846
"18672",-4.8962,-4.48889,-3.36612,-2.8988,-2.9902,-4.3088,-5.3866
"18673",-4.9832,-4.48989,-3.38812,-3.1468,-2.7452,-5.1858,-5.3408
"18674",-5.0822,-4.469693,-3.49612,-4.0278,-2.8482,-4.4933,-5.6925
"18675",-5.0342,-4.45115,-3.44512,-3.4668,-2.9532,-4.7873,-5.4415
"18676",-4.9472,-4.45215,-3.37418,-3.2708,-3.2962,-5.4413,-5.3893
"18677",-4.9382,-4.48081,-3.44718,-4.3738,-3.2682,-5.0193,-5.8863
"18678",-4.79053,-4.47881,-3.35518,-3.9608,-3.1712,-5.0973,-5.7763
"18679",-4.81653,-4.47981,-3.38718,-3.2004,-3.0972,-4.6963,-5.7033
"18680",-4.84053,-4.47981,-3.2864,-4.5,-2.7312,-4.4783,-5.694
"18681",-5.01553,-4.55941,-3.3364,-4.989,-2.9522,-3.9403,-5.926
"18682",-4.94573,-4.5781,-3.31642,-3.98,-2.9893,-4.4263,-5.6586
"18683",-5.02473,-4.6483,-3.62142,-4.852,-4.2024,-3.9523,-5.6356
"18684",-4.93373,-4.6493,-3.56542,-5.675,-3.3114,-3.0959,-5.6576
"18685",-5.00973,-4.6443,-3.3162,-5.107,-3.1414,-4.0209,-5.9246
"18686",-5.0645,-4.6473,-3.2752,-5.085,-3.2482,-4.2431,-5.5868
"18687",-5.1105,-4.6473,-3.5332,-4.461,-3.1302,-3.7841,-5.4859
"18688",-5.1701,-4.6969,-3.3402,-4.708,-3.7141,-4.4701,-5.4439
"18689",-5.1171,-4.6959,-3.3172,-4.547,-4.0363,-4.6491,-5.4449
"18690",-5.1601,-4.6969,-3.3712,-5.172,-2.601,-4.7131,-5.5259
"18691",-5.2346,-4.6969,-3.4312,-4.71,-2.8741,-4.2575,-5.7839
"18692",-5.1138,-4.6743,-3.4262,-3.5974,-2.7701,-4.6805,-5.9406
"18693",-5.0058,-4.6713,-3.3382,-3.927,-2.3821,-4.1685,-5.8116
"18694",-5.0138,-4.6733,-3.3972,-3.8743,-2.7282,-5.2075,-5.7686
"18695",-5.0648,-4.6693,-3.4262,-4.0503,-2.6462,-5.0245,-5.1126
"18696",-5.1608,-4.6723,-3.3332,-2.7773,-2.3768,-4.677,-4.9266
"18697",-5.1138,-4.6733,-3.4252,-3.1583,-3.2818,-4.5202,-5.2906
"18698",-5.0588,-4.5011,-3.7783,-3.9163,-3.3638,-4.6355,-5.0566
"18699",-5.0898,-4.5875,-3.517,-3.3213,-3.4578,-4.5932,-5.5699
"18700",-5.0998,-4.5855,-3.4503,-2.6543,-3.1308,-5.1062,-5.1949
"18701",-5.04319,-4.5855,-3.5143,-4.922,-3.6258,-5.0402,-5.1129
"18702",-4.96619,-4.5875,-3.2341,-3.9067,-3.4959,-3.8572,-5.1639
"18703",-5.01219,-4.5855,-3.3651,-3.7607,-3.5549,-4.4252,-5.4849
"18704",-4.93119,-4.7258,-3.5901,-4.5867,-3.0696,-5.0082,-5.4001
"18705",-5.0905,-4.7278,-3.4804,-5.0267,-3.0676,-4.9552,-5.1091
"18706",-5.0435,-4.7258,-3.4404,-3.9607,-4.1918,-4.8592,-5.6101
"18707",-4.99298,-4.55248,-3.4544,-3.6277,-2.8438,-4.9412,-5.7601
"18708",-5.1654,-4.55148,-3.2316,-3.2227,-3.3168,-4.7832,-5.3531
"18709",-5.0324,-4.55048,-3.51792,-4.4257,-3.0058,-4.3875,-4.9801
"18710",-5.0274,-4.55148,-3.42392,-6.915,-3.1318,-3.9695,-5.4701
"18711",-5.2052,-4.55348,-3.34092,-5.195,-2.9468,-4.1545,-5.7541
"18712",-5.2122,-4.55048,-3.23192,-5.148,-3.13323,-3.2685,-5.4631
"18713",-5.2142,-4.55148,-3.45792,-3.623,-3.18623,-4.2145,-5.6061
"18714",-5.0572,-4.55048,-3.46892,-3.4366,-2.50923,-4.7815,-5.9281
"18715",-5.1022,-4.55248,-3.41792,-2.7466,-3.25523,-4.4645,-6.191
"18716",-5.1202,-4.55048,-3.39041,-3.4316,-2.70223,-4.8405,-5.4774
"18717",-5.1092,-4.54848,-3.35241,-3.8446,-2.64423,-3.8675,-5.6874
"18718",-5.0982,-4.5738,-3.33541,-3.6236,-3.35723,-4.1455,-5.6554
"18719",-5.0422,-4.5728,-3.14341,-4.3756,-2.7979,-4.9145,-5.6204
"18720",-4.88874,-4.5738,-3.30341,-4.4856,-3.4269,-4.4925,-5.5974
"18721",-5.06474,-4.5768,-3.31841,-2.9016,-2.8369,-3.9985,-5.7898
"18722",-5.09074,-4.5748,-3.47841,-3.8236,-3.4088,-4.0609,-5.6248
"18723",-5.02774,-4.5738,-3.3631,-4.5584,-3.0128,-4.6299,-6.0478
"18724",-5.1923,-4.5758,-3.3188,-4.3054,-2.9328,-2.9579,-5.8238
"18725",-5.0056,-4.5728,-3.2938,-3.9484,-2.8826,-4.6409,-5.7188
"18726",-5.1056,-4.5768,-3.3968,-5.031,-2.6866,-4.4409,-5.6078
"18727",-5.2788,-4.5748,-3.1458,-5.913,-3.1826,-3.4639,-5.5238
"18728",-5.3248,-4.5768,-3.0656,-6.493,-3.4296,-3.2639,-5.6338
"18729",-5.2628,-4.5748,-3.4686,-3.8982,-3.0716,-3.5459,-5.2708
"18730",-4.9939,-4.5748,-3.5156,-3.9652,-3.29893,-3.9784,-5.5198
"18731",-5.0859,-4.5748,-3.2346,-8.072,-3.41593,-3.6261,-5.8158
"18732",-5.0956,-4.6116,-3.4667,-9.458,-2.33493,-4.0415,-5.4038
"18733",-5.1676,-4.6136,-3.079,-7.85,-3.23493,-3.3145,-5.9649
"18734",-5.1756,-4.6136,-3.531,-6.911,-2.67093,-4.1665,-5.424
"18735",-5.0596,-4.6116,-3.2166,-6.69,-2.86693,-3.6625,-5.548
"18736",-4.9661,-4.6096,-3.2786,-7.389,-3.01593,-3.9805,-5.566
"18737",-4.98261,-4.6116,-3.1176,-7.319,-3.44293,-3.8295,-5.243
"18738",-5.02661,-4.6116,-3.29765,-7.707,-2.73393,-4.1155,-5.529
"18739",-5.03161,-4.6106,-3.49565,-2.969,-2.36893,-4.6675,-5.912
"18740",-5.04161,-4.52228,-3.59913,-2.59,-2.75893,-4.6165,-5.585
"18741",-4.92035,-4.52507,-3.40877,-2.241,-3.141705,-3.7246,-5.424
"18742",-4.90735,-4.52773,-3.56677,-4.512,-2.300705,-4.2016,-5.5389
"18743",-5.23535,-4.52673,-3.27877,-6.537,-2.870705,-4.0016,-5.2799
"18744",-5.25135,-4.52673,-2.82977,-5.127,-3.0457,-4.6516,-5.4817
"18745",-5.09835,-4.52773,-3.61477,-5.77,-3.0892,-4.8116,-5.4757
"18746",-4.97335,-4.52773,-3.1377,-5.807,-3.1081,-4.29384,-5.7507
"18747",-4.95835,-4.52873,-3.3187,-5.768,-2.2802,-5.0026,-5.8077
"18748",-5.06135,-4.52773,-3.1857,-6.676,-2.1822,-4.1336,-5.4722
"18749",-5.02835,-4.48239,-3.3007,-4.781,-2.38072,-4.4478,-5.6922
"18750",-4.8879,-4.48539,-3.2645,-4.1802,-2.71772,-4.36267,-5.5612
"18751",-4.8939,-4.3453,-3.5644,-5.057,-2.95,-4.01367,-5.7152
"18752",-4.9029,-4.3502,-3.36707,-5.627,-3.022,-4.05267,-5.6462
"18753",-4.8039,-4.3492,-3.44075,-5.839,-3.47,-4.17471,-5.7222
"18754",-4.7489,-4.3492,-3.36375,-6.25,-2.1005,-5.03071,-5.7872
"18755",-4.8389,-4.6291,-3.60775,-6.672,-3.1575,-4.93739,-5.8452
"18756",-4.7739,-4.6436,-3.42991,-6.723,-2.7355,-4.44439,-5.4402
"18757",-4.8009,-4.6466,-3.4595,-7.514,-3.2745,-4.35239,-5.6262
"18758",-4.7029,-4.6466,-3.4895,-6.716,-3.2545,-4.3185,-5.0622
"18759",-4.5969,-4.6466,-3.6128,-6.496,-3.3223,-4.3775,-5.1352
"18760",-4.8449,-4.6549,-3.5588,-6.563,-3.1204,-4.8365,-5.4092
"18761",-4.7069,-4.6738,-3.2648,-4.945,-3.4384,-4.3405,-5.5432
"18762",-4.7169,-4.6758,-3.4148,-4.292,-3.1784,-4.47672,-5.6452
"18763",-4.79092,-4.6728,-3.4018,-3.581,-3.0134,-5.17272,-5.5969
"18764",-4.91292,-4.6718,-3.6238,-5.707,-2.6657,-4.54772,-5.6459
"18765",-4.84192,-4.6748,-3.4758,-5.212,-3.4477,-4.29472,-5.5527
"18766",-4.80492,-4.6758,-3.5778,-4.61,-2.7817,-3.2671,-5.2957
"18767",-4.80692,-4.5708,-3.52565,-4.507,-3.5237,-5.1832,-5.1437
"18768",-4.79292,-4.5936,-3.56765,-4.679,-3.4167,-4.9942,-5.5537
"18769",-4.69192,-4.6717,-4.22642,-4.504,-3.2407,-4.08365,-5.5237
"18770",-4.71092,-4.6697,-3.85239,-5.515,-3.0437,-4.08165,-5.6197
"18771",-4.81505,-4.6717,-3.6013,-4.893,-2.6177,-3.93017,-5.3897
"18772",-4.78505,-4.6727,-3.7603,-3.94,-2.9357,-4.10017,-5.564
"18773",-4.77905,-4.6687,-3.28249,-4.562,-4.0287,-4.27517,-5.432
"18774",-4.79605,-4.7072,-3.30949,-5.542,-2.8127,-4.5532,-5.189
"18775",-4.70605,-4.7102,-3.16949,-5.399,-2.8037,-4.0202,-5.247
"18776",-4.80405,-4.7082,-3.43549,-5.493,-3.173,-4.6032,-5.7509
"18777",-4.81305,-4.7234,-3.26749,-6.251,-3.2431,-4.3952,-6.2039
"18778",-4.80805,-4.7086,-3.33149,-5.434,-2.6511,-4.1802,-5.8189
"18779",-4.77805,-4.7071,-3.45449,-5.056,-2.6661,-4.0956,-5.5189
"18780",-4.78805,-4.6387,-3.44749,-6.129,-3.0941,-3.9496,-5.5999
"18781",-4.78605,-4.6397,-3.15426,-5.138,-2.9571,-4.1353,-5.6449
"18782",-4.82605,-4.6437,-3.3054,-5.463,-2.6045,-4.8983,-5.5398
"18783",-4.93235,-4.6387,-3.1064,-5.335,-3.3995,-4.9213,-5.4398
"18784",-4.99466,-4.6025,-3.1784,-6.207,-2.9593,-4.7343,-5.4948
"18785",-5.02166,-4.6045,-3.0664,-4.58,-3.4703,-3.6711,-5.5267
"18786",-5.0807,-4.6035,-3.4034,-4.886,-2.4958,-5.4496,-4.9607
"18787",-4.94065,-4.55568,-3.4004,-5.981,-2.45544,-4.5691,-5.1117
"18788",-5.2481,-4.55668,-3.1934,-6.582,-3.71244,-4.6251,-5.3884
"18789",-5.2419,-4.55668,-3.3664,-6.332,-2.20544,-5.3071,-5.98
"18790",-4.9786,-4.55668,-3.7809,-5.824,-3.62144,-5.1296,-5.286
"18791",-5.1106,-4.55668,-3.0409,-5.709,-3.13344,-4.6876,-6.172
"18792",-5.0316,-4.55568,-3.27947,-2.81345,-3.99244,-4.5536,-5.1414
"18793",-5.0806,-4.3319,-3.25647,-3.16745,-2.5127,-4.52345,-5.5304
"18794",-5.0846,-4.3299,-3.18147,-0.4713,-3.3965,-4.43545,-5.9698
"18795",-5.2658,-4.3299,-3.33847,-1.9863,-3.3366,-5.25645,-5.5956
"18796",-5.1992,-4.3329,-3.40847,-2.8143,-3.0646,-4.13291,-5.4016
"18797",-5.1692,-4.41179,-3.37047,-3.6673,-2.7085,-4.31991,-5.2226
"18798",-5.2785,-4.38941,-3.3199,-4.1123,-2.8165,-3.78791,-5.1882
"18799",-5.3125,-4.38941,-3.36186,-2.6013,-3.4817,-4.22991,-5.2462
"18800",-5.3195,-4.38841,-3.30286,-2.0423,-2.9577,-3.71391,-5.0728
"18801",-5.2145,-4.38541,-3.24986,-2.9623,-2.7247,-3.37091,-5.3901
"18802",-5.1695,-4.45311,-3.26286,-4.0073,-2.546,-3.6043,-5.0271
"18803",-5.2335,-4.45311,-3.28978,-5.3411,-2.518,-3.7307,-5.8234
"18804",-5.2575,-4.45611,-3.37067,-3.8561,-3.551,-4.2907,-5.4604
